State,County,FIPS,MapDate,DSCI
CA,Del Norte County,06015,20220426,218
CA,Del Norte County,06015,20220503,218
CA,Del Norte County,06015,20220510,193
CA,Del Norte County,06015,20220517,193
CA,Del Norte County,06015,20220524,192
CA,Del Norte County,06015,20220531,192
CA,Del Norte County,06015,20220607,177
CA,Del Norte County,06015,20220614,177
CA,Del Norte County,06015,20220621,177
CA,Del Norte County,06015,20220628,177
CA,Del Norte County,06015,20220705,178
CA,Del Norte County,06015,20220712,177
CA,Del Norte County,06015,20220719,176
CA,Del Norte County,06015,20220726,176
CA,Del Norte County,06015,20220802,176
CA,Del Norte County,06015,20220809,173
CA,Del Norte County,06015,20220816,171
CA,Del Norte County,06015,20220823,171
CA,Del Norte County,06015,20220830,171
CA,Del Norte County,06015,20220906,171
CA,Del Norte County,06015,20220913,188
CA,Del Norte County,06015,20220920,188
CA,Del Norte County,06015,20220927,190
CA,Del Norte County,06015,20221004,192
CA,Del Norte County,06015,20221011,191
CA,Del Norte County,06015,20221018,191
CA,Del Norte County,06015,20221025,191
CA,Del Norte County,06015,20221101,191
CA,Del Norte County,06015,20221108,127
CA,Del Norte County,06015,20221115,122
CA,Del Norte County,06015,20221122,122
CA,Del Norte County,06015,20221129,122
CA,Del Norte County,06015,20221206,122
CA,Del Norte County,06015,20221213,122
CA,Del Norte County,06015,20221220,122
CA,Del Norte County,06015,20221227,122
CA,Del Norte County,06015,20230103,122
CA,Del Norte County,06015,20230110,100
CA,Del Norte County,06015,20230117,10
CA,Del Norte County,06015,20230124,10
CA,Del Norte County,06015,20230131,10
CA,Del Norte County,06015,20230207,10
CA,Del Norte County,06015,20230214,10
CA,Del Norte County,06015,20230221,13
CA,Del Norte County,06015,20230228,7
CA,Del Norte County,06015,20230307,7
CA,Del Norte County,06015,20230314,0
CA,Del Norte County,06015,20230321,0
CA,Del Norte County,06015,20230328,0
CA,Del Norte County,06015,20230404,0
CA,Del Norte County,06015,20230411,0
CA,Del Norte County,06015,20230418,0
CA,Del Norte County,06015,20230425,0
CA,Del Norte County,06015,20230502,0
CA,Del Norte County,06015,20230509,0
CA,Del Norte County,06015,20230516,0
CA,Del Norte County,06015,20230523,0
CA,Del Norte County,06015,20230530,0
CA,Del Norte County,06015,20230606,0
CA,Del Norte County,06015,20230613,0
CA,Del Norte County,06015,20230620,0
CA,Del Norte County,06015,20230627,67
CA,Del Norte County,06015,20230704,67
CA,Del Norte County,06015,20230711,99
CA,Del Norte County,06015,20230718,99
CA,Del Norte County,06015,20230725,99
CA,Del Norte County,06015,20230801,134
CA,Del Norte County,06015,20230808,134
CA,Del Norte County,06015,20230815,134
CA,Del Norte County,06015,20230822,134
CA,Del Norte County,06015,20230829,134
CA,Del Norte County,06015,20230905,133
CA,Del Norte County,06015,20230912,133
CA,Del Norte County,06015,20230919,135
CA,Del Norte County,06015,20230926,59
CA,Del Norte County,06015,20231003,59
CA,Del Norte County,06015,20231010,60
CA,Del Norte County,06015,20231017,12
CA,Del Norte County,06015,20231024,12
CA,Del Norte County,06015,20231031,13
CA,Del Norte County,06015,20231107,14
CA,Del Norte County,06015,20231114,0
CA,Del Norte County,06015,20231121,0
CA,Del Norte County,06015,20231128,0
CA,Del Norte County,06015,20231205,0
CA,Del Norte County,06015,20231212,0
CA,Del Norte County,06015,20231219,0
CA,Del Norte County,06015,20231226,0
CA,Del Norte County,06015,20240102,0
CA,Del Norte County,06015,20240109,0
CA,Del Norte County,06015,20240116,0
CA,Del Norte County,06015,20240123,0
CA,Del Norte County,06015,20240130,0
CA,Del Norte County,06015,20240206,0
CA,Del Norte County,06015,20240213,0
CA,Del Norte County,06015,20240220,0
CA,Del Norte County,06015,20240227,0
CA,Del Norte County,06015,20240305,0
CA,Del Norte County,06015,20240312,0
CA,Del Norte County,06015,20240319,0
CA,Del Norte County,06015,20240326,0
CA,Del Norte County,06015,20240402,0
CA,Del Norte County,06015,20240409,0
CA,Del Norte County,06015,20240416,0
CA,Del Norte County,06015,20240423,0
CA,Del Norte County,06015,20240430,0
CA,Del Norte County,06015,20240507,0
CA,Del Norte County,06015,20240514,0
CA,Del Norte County,06015,20240521,0
CA,Del Norte County,06015,20240528,0
CA,Del Norte County,06015,20240604,0
CA,Del Norte County,06015,20240611,0
CA,Del Norte County,06015,20240618,0
CA,Del Norte County,06015,20240625,0
CA,Del Norte County,06015,20240702,0
CA,Del Norte County,06015,20240709,0
CA,Del Norte County,06015,20240716,98
CA,Del Norte County,06015,20240723,98
CA,Del Norte County,06015,20240730,98
CA,Del Norte County,06015,20240806,97
CA,Del Norte County,06015,20240813,96
CA,Del Norte County,06015,20240820,97
CA,Del Norte County,06015,20240827,97
CA,Del Norte County,06015,20240903,96
CA,Del Norte County,06015,20240910,96
CA,Del Norte County,06015,20240917,96
CA,Del Norte County,06015,20240924,96
CA,Del Norte County,06015,20241001,97
CA,Del Norte County,06015,20241008,97
CA,Del Norte County,06015,20241015,97
CA,Del Norte County,06015,20241022,97
CA,Del Norte County,06015,20241029,5
CA,Del Norte County,06015,20241105,0
CA,Del Norte County,06015,20241112,0
CA,Del Norte County,06015,20241119,0
CA,Del Norte County,06015,20241126,0
CA,Del Norte County,06015,20241203,0
CA,Del Norte County,06015,20241210,0
CA,Del Norte County,06015,20241217,0
CA,Del Norte County,06015,20241224,0
CA,Del Norte County,06015,20241231,0
CA,Del Norte County,06015,20250107,0
CA,Del Norte County,06015,20250114,0
CA,Del Norte County,06015,20250121,0
CA,Del Norte County,06015,20250128,0
CA,Del Norte County,06015,20250204,0
CA,Del Norte County,06015,20250211,0
CA,Del Norte County,06015,20250218,0
CA,El Dorado County,06017,20190101,74
CA,El Dorado County,06017,20190108,74
CA,El Dorado County,06017,20190115,74
CA,El Dorado County,06017,20190122,74
CA,El Dorado County,06017,20190129,0
CA,El Dorado County,06017,20190205,0
CA,El Dorado County,06017,20190212,0
CA,El Dorado County,06017,20190219,0
CA,El Dorado County,06017,20190226,0
CA,El Dorado County,06017,20190305,0
CA,El Dorado County,06017,20190312,0
CA,El Dorado County,06017,20190319,0
CA,El Dorado County,06017,20190326,0
CA,El Dorado County,06017,20190402,0
CA,El Dorado County,06017,20190409,0
CA,El Dorado County,06017,20190416,0
CA,El Dorado County,06017,20190423,0
CA,El Dorado County,06017,20190430,0
CA,El Dorado County,06017,20190507,0
CA,El Dorado County,06017,20190514,0
CA,El Dorado County,06017,20190521,0
CA,El Dorado County,06017,20190528,0
CA,El Dorado County,06017,20190604,0
CA,El Dorado County,06017,20190611,0
CA,El Dorado County,06017,20190618,0
CA,El Dorado County,06017,20190625,0
CA,El Dorado County,06017,20190702,0
CA,El Dorado County,06017,20190709,0
CA,El Dorado County,06017,20190716,0
CA,El Dorado County,06017,20190723,0
CA,El Dorado County,06017,20190730,0
CA,El Dorado County,06017,20190806,0
CA,El Dorado County,06017,20190813,0
CA,El Dorado County,06017,20190820,0
CA,El Dorado County,06017,20190827,0
CA,El Dorado County,06017,20190903,0
CA,El Dorado County,06017,20190910,0
CA,El Dorado County,06017,20190917,0
CA,El Dorado County,06017,20190924,0
CA,El Dorado County,06017,20191001,0
CA,El Dorado County,06017,20191008,0
CA,El Dorado County,06017,20191015,0
CA,El Dorado County,06017,20191022,22
CA,El Dorado County,06017,20191029,22
CA,El Dorado County,06017,20191105,22
CA,El Dorado County,06017,20191112,100
CA,El Dorado County,06017,20191119,100
CA,El Dorado County,06017,20191126,100
CA,El Dorado County,06017,20191203,100
CA,El Dorado County,06017,20191210,0
CA,El Dorado County,06017,20191217,0
CA,El Dorado County,06017,20191224,0
CA,El Dorado County,06017,20191231,0
CA,El Dorado County,06017,20200107,0
CA,El Dorado County,06017,20200114,0
CA,El Dorado County,06017,20200121,0
CA,El Dorado County,06017,20200128,86
CA,El Dorado County,06017,20200204,86
CA,El Dorado County,06017,20200211,92
CA,El Dorado County,06017,20200218,100
CA,El Dorado County,06017,20200225,169
CA,El Dorado County,06017,20200303,169
CA,El Dorado County,06017,20200310,169
CA,El Dorado County,06017,20200317,169
CA,El Dorado County,06017,20200324,114
CA,El Dorado County,06017,20200331,114
CA,El Dorado County,06017,20200407,114
CA,El Dorado County,06017,20200414,114
CA,El Dorado County,06017,20200421,114
CA,El Dorado County,06017,20200428,114
CA,El Dorado County,06017,20200505,114
CA,El Dorado County,06017,20200512,200
CA,El Dorado County,06017,20200519,200
CA,El Dorado County,06017,20200526,200
CA,El Dorado County,06017,20200602,200
CA,El Dorado County,06017,20200609,200
CA,El Dorado County,06017,20200616,200
CA,El Dorado County,06017,20200623,200
CA,El Dorado County,06017,20200630,200
CA,El Dorado County,06017,20200707,200
CA,El Dorado County,06017,20200714,200
CA,El Dorado County,06017,20200721,200
CA,El Dorado County,06017,20200728,200
CA,El Dorado County,06017,20200804,200
CA,El Dorado County,06017,20200811,200
CA,El Dorado County,06017,20200818,200
CA,El Dorado County,06017,20200825,200
CA,El Dorado County,06017,20200901,200
CA,El Dorado County,06017,20200908,200
CA,El Dorado County,06017,20200915,200
CA,El Dorado County,06017,20200922,200
CA,El Dorado County,06017,20200929,200
CA,El Dorado County,06017,20201006,200
CA,El Dorado County,06017,20201013,200
CA,El Dorado County,06017,20201020,200
CA,El Dorado County,06017,20201027,200
CA,El Dorado County,06017,20201103,200
CA,El Dorado County,06017,20201110,200
CA,El Dorado County,06017,20201117,200
CA,El Dorado County,06017,20201124,200
CA,El Dorado County,06017,20201201,200
CA,El Dorado County,06017,20201208,300
CA,El Dorado County,06017,20201215,300
CA,El Dorado County,06017,20201222,300
CA,El Dorado County,06017,20201229,300
CA,El Dorado County,06017,20210105,300
CA,El Dorado County,06017,20210112,300
CA,El Dorado County,06017,20210119,300
CA,El Dorado County,06017,20210126,300
CA,El Dorado County,06017,20210202,201
CA,El Dorado County,06017,20210209,201
CA,El Dorado County,06017,20210216,201
CA,El Dorado County,06017,20210223,201
CA,El Dorado County,06017,20210302,201
CA,El Dorado County,06017,20210309,216
CA,El Dorado County,06017,20210316,216
CA,El Dorado County,06017,20210323,216
CA,El Dorado County,06017,20210330,216
CA,El Dorado County,06017,20210406,216
CA,El Dorado County,06017,20210413,300
CA,El Dorado County,06017,20210420,300
CA,El Dorado County,06017,20210427,300
CA,El Dorado County,06017,20210504,382
CA,El Dorado County,06017,20210511,382
CA,El Dorado County,06017,20210518,382
CA,El Dorado County,06017,20210525,408
CA,El Dorado County,06017,20210601,408
CA,El Dorado County,06017,20210608,408
CA,El Dorado County,06017,20210615,408
CA,El Dorado County,06017,20210622,408
CA,El Dorado County,06017,20210629,408
CA,El Dorado County,06017,20210706,408
CA,El Dorado County,06017,20210713,408
CA,El Dorado County,06017,20210720,408
CA,El Dorado County,06017,20210727,461
CA,El Dorado County,06017,20210803,461
CA,El Dorado County,06017,20210810,461
CA,El Dorado County,06017,20210817,461
CA,El Dorado County,06017,20210824,461
CA,El Dorado County,06017,20210831,461
CA,El Dorado County,06017,20210907,461
CA,El Dorado County,06017,20210914,461
CA,El Dorado County,06017,20210921,461
CA,El Dorado County,06017,20210928,461
CA,El Dorado County,06017,20211005,461
CA,El Dorado County,06017,20211012,461
CA,El Dorado County,06017,20211019,461
CA,El Dorado County,06017,20211026,439
CA,El Dorado County,06017,20211102,439
CA,El Dorado County,06017,20211109,439
CA,El Dorado County,06017,20211116,439
CA,El Dorado County,06017,20211123,384
CA,El Dorado County,06017,20211130,384
CA,El Dorado County,06017,20211207,384
CA,El Dorado County,06017,20211214,384
CA,El Dorado County,06017,20211221,384
CA,El Dorado County,06017,20211228,302
CA,El Dorado County,06017,20220104,302
CA,El Dorado County,06017,20220111,284
CA,El Dorado County,06017,20220118,284
CA,El Dorado County,06017,20220125,284
CA,El Dorado County,06017,20220201,284
CA,El Dorado County,06017,20220208,284
CA,El Dorado County,06017,20220215,284
CA,El Dorado County,06017,20220222,284
CA,El Dorado County,06017,20220301,300
CA,El Dorado County,06017,20220308,300
CA,El Dorado County,06017,20220315,300
CA,El Dorado County,06017,20220322,300
CA,El Dorado County,06017,20220329,300
CA,El Dorado County,06017,20220405,300
CA,El Dorado County,06017,20220412,346
CA,El Dorado County,06017,20220419,346
CA,El Dorado County,06017,20220426,346
CA,El Dorado County,06017,20220503,346
CA,El Dorado County,06017,20220510,346
CA,El Dorado County,06017,20220517,346
CA,El Dorado County,06017,20220524,346
CA,El Dorado County,06017,20220531,346
CA,El Dorado County,06017,20220607,346
CA,El Dorado County,06017,20220614,346
CA,El Dorado County,06017,20220621,346
CA,El Dorado County,06017,20220628,346
CA,El Dorado County,06017,20220705,346
CA,El Dorado County,06017,20220712,346
CA,El Dorado County,06017,20220719,346
CA,El Dorado County,06017,20220726,346
CA,El Dorado County,06017,20220802,346
CA,El Dorado County,06017,20220809,345
CA,El Dorado County,06017,20220816,346
CA,El Dorado County,06017,20220823,346
CA,El Dorado County,06017,20220830,346
CA,El Dorado County,06017,20220906,346
CA,El Dorado County,06017,20220913,346
CA,El Dorado County,06017,20220920,346
CA,El Dorado County,06017,20220927,346
CA,El Dorado County,06017,20221004,346
CA,El Dorado County,06017,20221011,346
CA,El Dorado County,06017,20221018,346
CA,El Dorado County,06017,20221025,346
CA,El Dorado County,06017,20221101,346
CA,El Dorado County,06017,20221108,346
CA,El Dorado County,06017,20221115,346
CA,El Dorado County,06017,20221122,346
CA,El Dorado County,06017,20221129,346
CA,El Dorado County,06017,20221206,346
CA,El Dorado County,06017,20221213,343
CA,El Dorado County,06017,20221220,343
CA,El Dorado County,06017,20221227,343
CA,El Dorado County,06017,20230103,284
CA,El Dorado County,06017,20230110,200
CA,El Dorado County,06017,20230117,200
CA,El Dorado County,06017,20230124,200
CA,El Dorado County,06017,20230131,200
CA,El Dorado County,06017,20230207,101
CA,El Dorado County,06017,20230214,101
CA,El Dorado County,06017,20230221,101
CA,El Dorado County,06017,20230228,40
CA,El Dorado County,06017,20230307,40
CA,El Dorado County,06017,20230314,4
CA,El Dorado County,06017,20230321,4
CA,El Dorado County,06017,20230328,0
CA,El Dorado County,06017,20230404,0
CA,El Dorado County,06017,20230411,0
CA,El Dorado County,06017,20230418,0
CA,El Dorado County,06017,20230425,0
CA,El Dorado County,06017,20230502,0
CA,El Dorado County,06017,20230509,0
CA,El Dorado County,06017,20230516,0
CA,El Dorado County,06017,20230523,0
CA,El Dorado County,06017,20230530,0
CA,El Dorado County,06017,20230606,0
CA,El Dorado County,06017,20230613,0
CA,El Dorado County,06017,20230620,0
CA,El Dorado County,06017,20230627,0
CA,El Dorado County,06017,20230704,0
CA,El Dorado County,06017,20230711,0
CA,El Dorado County,06017,20230718,0
CA,El Dorado County,06017,20230725,0
CA,El Dorado County,06017,20230801,0
CA,El Dorado County,06017,20230808,0
CA,El Dorado County,06017,20230815,0
CA,El Dorado County,06017,20230822,0
CA,El Dorado County,06017,20230829,0
CA,El Dorado County,06017,20230905,0
CA,El Dorado County,06017,20230912,0
CA,El Dorado County,06017,20230919,0
CA,El Dorado County,06017,20230926,0
CA,El Dorado County,06017,20231003,0
CA,El Dorado County,06017,20231010,0
CA,El Dorado County,06017,20231017,0
CA,El Dorado County,06017,20231024,0
CA,El Dorado County,06017,20231031,0
CA,El Dorado County,06017,20231107,0
CA,El Dorado County,06017,20231114,0
CA,El Dorado County,06017,20231121,0
CA,El Dorado County,06017,20231128,0
CA,El Dorado County,06017,20231205,0
CA,El Dorado County,06017,20231212,0
CA,El Dorado County,06017,20231219,0
CA,El Dorado County,06017,20231226,0
CA,El Dorado County,06017,20240102,0
CA,El Dorado County,06017,20240109,0
CA,El Dorado County,06017,20240116,0
CA,El Dorado County,06017,20240123,0
CA,El Dorado County,06017,20240130,14
CA,El Dorado County,06017,20240206,11
CA,El Dorado County,06017,20240213,11
CA,El Dorado County,06017,20240220,11
CA,El Dorado County,06017,20240227,11
CA,El Dorado County,06017,20240305,0
CA,El Dorado County,06017,20240312,0
CA,El Dorado County,06017,20240319,0
CA,El Dorado County,06017,20240326,0
CA,El Dorado County,06017,20240402,0
CA,El Dorado County,06017,20240409,0
CA,El Dorado County,06017,20240416,0
CA,El Dorado County,06017,20240423,0
CA,El Dorado County,06017,20240430,0
CA,El Dorado County,06017,20240507,0
CA,El Dorado County,06017,20240514,0
CA,El Dorado County,06017,20240521,0
CA,El Dorado County,06017,20240528,0
CA,El Dorado County,06017,20240604,0
CA,El Dorado County,06017,20240611,0
CA,El Dorado County,06017,20240618,0
CA,El Dorado County,06017,20240625,0
CA,El Dorado County,06017,20240702,32
CA,El Dorado County,06017,20240709,85
CA,El Dorado County,06017,20240716,83
CA,El Dorado County,06017,20240723,83
CA,El Dorado County,06017,20240730,83
CA,El Dorado County,06017,20240806,81
CA,El Dorado County,06017,20240813,80
CA,El Dorado County,06017,20240820,80
CA,El Dorado County,06017,20240827,80
CA,El Dorado County,06017,20240903,80
CA,El Dorado County,06017,20240910,100
CA,El Dorado County,06017,20240917,100
CA,El Dorado County,06017,20240924,100
CA,El Dorado County,06017,20241001,100
CA,El Dorado County,06017,20241008,100
CA,El Dorado County,06017,20241015,100
CA,El Dorado County,06017,20241022,100
CA,El Dorado County,06017,20241029,100
CA,El Dorado County,06017,20241105,100
CA,El Dorado County,06017,20241112,100
CA,El Dorado County,06017,20241119,100
CA,El Dorado County,06017,20241126,89
CA,El Dorado County,06017,20241203,89
CA,El Dorado County,06017,20241210,89
CA,El Dorado County,06017,20241217,88
CA,El Dorado County,06017,20241224,88
CA,El Dorado County,06017,20241231,88
CA,El Dorado County,06017,20250107,88
CA,El Dorado County,06017,20250114,88
CA,El Dorado County,06017,20250121,88
CA,El Dorado County,06017,20250128,88
CA,El Dorado County,06017,20250204,88
CA,El Dorado County,06017,20250211,88
CA,El Dorado County,06017,20250218,5
CA,Fresno County,06019,20190101,122
CA,Fresno County,06019,20190108,122
CA,Fresno County,06019,20190115,122
CA,Fresno County,06019,20190122,122
CA,Fresno County,06019,20190129,47
CA,Fresno County,06019,20190205,47
CA,Fresno County,06019,20190212,47
CA,Fresno County,06019,20190219,0
CA,Fresno County,06019,20190226,0
CA,Fresno County,06019,20190305,0
CA,Fresno County,06019,20190312,0
CA,Fresno County,06019,20190319,0
CA,Fresno County,06019,20190326,0
CA,Fresno County,06019,20190402,0
CA,Fresno County,06019,20190409,0
CA,Fresno County,06019,20190416,0
CA,Fresno County,06019,20190423,0
CA,Fresno County,06019,20190430,0
CA,Fresno County,06019,20190507,0
CA,Fresno County,06019,20190514,0
CA,Fresno County,06019,20190521,0
CA,Fresno County,06019,20190528,0
CA,Fresno County,06019,20190604,0
CA,Fresno County,06019,20190611,0
CA,Fresno County,06019,20190618,0
CA,Fresno County,06019,20190625,0
CA,Fresno County,06019,20190702,0
CA,Fresno County,06019,20190709,0
CA,Fresno County,06019,20190716,0
CA,Fresno County,06019,20190723,0
CA,Fresno County,06019,20190730,0
CA,Fresno County,06019,20190806,0
CA,Fresno County,06019,20190813,0
CA,Fresno County,06019,20190820,0
CA,Fresno County,06019,20190827,0
CA,Fresno County,06019,20190903,0
CA,Fresno County,06019,20190910,0
CA,Fresno County,06019,20190917,0
CA,Fresno County,06019,20190924,0
CA,Fresno County,06019,20191001,0
CA,Fresno County,06019,20191008,0
CA,Fresno County,06019,20191015,38
CA,Fresno County,06019,20191022,39
CA,Fresno County,06019,20191029,39
CA,Fresno County,06019,20191105,39
CA,Fresno County,06019,20191112,100
CA,Fresno County,06019,20191119,100
CA,Fresno County,06019,20191126,100
CA,Fresno County,06019,20191203,100
CA,Fresno County,06019,20191210,0
CA,Fresno County,06019,20191217,0
CA,Fresno County,06019,20191224,0
CA,Fresno County,06019,20191231,0
CA,Fresno County,06019,20200107,0
CA,Fresno County,06019,20200114,0
CA,Fresno County,06019,20200121,0
CA,Fresno County,06019,20200128,95
CA,Fresno County,06019,20200204,95
CA,Fresno County,06019,20200211,156
CA,Fresno County,06019,20200218,156
CA,Fresno County,06019,20200225,158
CA,Fresno County,06019,20200303,171
CA,Fresno County,06019,20200310,188
CA,Fresno County,06019,20200317,188
CA,Fresno County,06019,20200324,188
CA,Fresno County,06019,20200331,190
CA,Fresno County,06019,20200407,190
CA,Fresno County,06019,20200414,160
CA,Fresno County,06019,20200421,160
CA,Fresno County,06019,20200428,160
CA,Fresno County,06019,20200505,160
CA,Fresno County,06019,20200512,160
CA,Fresno County,06019,20200519,160
CA,Fresno County,06019,20200526,160
CA,Fresno County,06019,20200602,160
CA,Fresno County,06019,20200609,159
CA,Fresno County,06019,20200616,159
CA,Fresno County,06019,20200623,159
CA,Fresno County,06019,20200630,159
CA,Fresno County,06019,20200707,159
CA,Fresno County,06019,20200714,159
CA,Fresno County,06019,20200721,159
CA,Fresno County,06019,20200728,159
CA,Fresno County,06019,20200804,159
CA,Fresno County,06019,20200811,159
CA,Fresno County,06019,20200818,159
CA,Fresno County,06019,20200825,159
CA,Fresno County,06019,20200901,159
CA,Fresno County,06019,20200908,157
CA,Fresno County,06019,20200915,159
CA,Fresno County,06019,20200922,159
CA,Fresno County,06019,20200929,160
CA,Fresno County,06019,20201006,160
CA,Fresno County,06019,20201013,160
CA,Fresno County,06019,20201020,160
CA,Fresno County,06019,20201027,160
CA,Fresno County,06019,20201103,160
CA,Fresno County,06019,20201110,160
CA,Fresno County,06019,20201117,160
CA,Fresno County,06019,20201124,221
CA,Fresno County,06019,20201201,221
CA,Fresno County,06019,20201208,260
CA,Fresno County,06019,20201215,260
CA,Fresno County,06019,20201222,260
CA,Fresno County,06019,20201229,260
CA,Fresno County,06019,20210105,260
CA,Fresno County,06019,20210112,325
CA,Fresno County,06019,20210119,325
CA,Fresno County,06019,20210126,325
CA,Fresno County,06019,20210202,244
CA,Fresno County,06019,20210209,244
CA,Fresno County,06019,20210216,244
CA,Fresno County,06019,20210223,244
CA,Fresno County,06019,20210302,244
CA,Fresno County,06019,20210309,244
CA,Fresno County,06019,20210316,243
CA,Fresno County,06019,20210323,266
CA,Fresno County,06019,20210330,266
CA,Fresno County,06019,20210406,266
CA,Fresno County,06019,20210413,314
CA,Fresno County,06019,20210420,316
CA,Fresno County,06019,20210427,316
CA,Fresno County,06019,20210504,376
CA,Fresno County,06019,20210511,393
CA,Fresno County,06019,20210518,393
CA,Fresno County,06019,20210525,392
CA,Fresno County,06019,20210601,392
CA,Fresno County,06019,20210608,436
CA,Fresno County,06019,20210615,436
CA,Fresno County,06019,20210622,436
CA,Fresno County,06019,20210629,436
CA,Fresno County,06019,20210706,436
CA,Fresno County,06019,20210713,436
CA,Fresno County,06019,20210720,436
CA,Fresno County,06019,20210727,498
CA,Fresno County,06019,20210803,498
CA,Fresno County,06019,20210810,498
CA,Fresno County,06019,20210817,498
CA,Fresno County,06019,20210824,498
CA,Fresno County,06019,20210831,498
CA,Fresno County,06019,20210907,498
CA,Fresno County,06019,20210914,498
CA,Fresno County,06019,20210921,498
CA,Fresno County,06019,20210928,498
CA,Fresno County,06019,20211005,498
CA,Fresno County,06019,20211012,498
CA,Fresno County,06019,20211019,498
CA,Fresno County,06019,20211026,498
CA,Fresno County,06019,20211102,498
CA,Fresno County,06019,20211109,498
CA,Fresno County,06019,20211116,498
CA,Fresno County,06019,20211123,498
CA,Fresno County,06019,20211130,498
CA,Fresno County,06019,20211207,498
CA,Fresno County,06019,20211214,498
CA,Fresno County,06019,20211221,461
CA,Fresno County,06019,20211228,362
CA,Fresno County,06019,20220104,312
CA,Fresno County,06019,20220111,298
CA,Fresno County,06019,20220118,298
CA,Fresno County,06019,20220125,298
CA,Fresno County,06019,20220201,298
CA,Fresno County,06019,20220208,298
CA,Fresno County,06019,20220215,298
CA,Fresno County,06019,20220222,298
CA,Fresno County,06019,20220301,298
CA,Fresno County,06019,20220308,298
CA,Fresno County,06019,20220315,394
CA,Fresno County,06019,20220322,394
CA,Fresno County,06019,20220329,394
CA,Fresno County,06019,20220405,394
CA,Fresno County,06019,20220412,396
CA,Fresno County,06019,20220419,396
CA,Fresno County,06019,20220426,396
CA,Fresno County,06019,20220503,396
CA,Fresno County,06019,20220510,396
CA,Fresno County,06019,20220517,396
CA,Fresno County,06019,20220524,453
CA,Fresno County,06019,20220531,453
CA,Fresno County,06019,20220607,453
CA,Fresno County,06019,20220614,453
CA,Fresno County,06019,20220621,453
CA,Fresno County,06019,20220628,453
CA,Fresno County,06019,20220705,453
CA,Fresno County,06019,20220712,465
CA,Fresno County,06019,20220719,465
CA,Fresno County,06019,20220726,465
CA,Fresno County,06019,20220802,465
CA,Fresno County,06019,20220809,485
CA,Fresno County,06019,20220816,487
CA,Fresno County,06019,20220823,487
CA,Fresno County,06019,20220830,487
CA,Fresno County,06019,20220906,487
CA,Fresno County,06019,20220913,487
CA,Fresno County,06019,20220920,487
CA,Fresno County,06019,20220927,487
CA,Fresno County,06019,20221004,487
CA,Fresno County,06019,20221011,487
CA,Fresno County,06019,20221018,487
CA,Fresno County,06019,20221025,487
CA,Fresno County,06019,20221101,487
CA,Fresno County,06019,20221108,487
CA,Fresno County,06019,20221115,463
CA,Fresno County,06019,20221122,463
CA,Fresno County,06019,20221129,463
CA,Fresno County,06019,20221206,463
CA,Fresno County,06019,20221213,411
CA,Fresno County,06019,20221220,411
CA,Fresno County,06019,20221227,411
CA,Fresno County,06019,20230103,333
CA,Fresno County,06019,20230110,257
CA,Fresno County,06019,20230117,257
CA,Fresno County,06019,20230124,200
CA,Fresno County,06019,20230131,200
CA,Fresno County,06019,20230207,199
CA,Fresno County,06019,20230214,199
CA,Fresno County,06019,20230221,199
CA,Fresno County,06019,20230228,61
CA,Fresno County,06019,20230307,4
CA,Fresno County,06019,20230314,0
CA,Fresno County,06019,20230321,0
CA,Fresno County,06019,20230328,0
CA,Fresno County,06019,20230404,0
CA,Fresno County,06019,20230411,0
CA,Fresno County,06019,20230418,0
CA,Fresno County,06019,20230425,0
CA,Fresno County,06019,20230502,0
CA,Fresno County,06019,20230509,0
CA,Fresno County,06019,20230516,0
CA,Fresno County,06019,20230523,0
CA,Fresno County,06019,20230530,0
CA,Fresno County,06019,20230606,0
CA,Fresno County,06019,20230613,0
CA,Fresno County,06019,20230620,0
CA,Fresno County,06019,20230627,0
CA,Fresno County,06019,20230704,0
CA,Fresno County,06019,20230711,0
CA,Fresno County,06019,20230718,0
CA,Fresno County,06019,20230725,0
CA,Fresno County,06019,20230801,0
CA,Fresno County,06019,20230808,0
CA,Fresno County,06019,20230815,0
CA,Fresno County,06019,20230822,0
CA,Fresno County,06019,20230829,0
CA,Fresno County,06019,20230905,0
CA,Fresno County,06019,20230912,0
CA,Fresno County,06019,20230919,0
CA,Fresno County,06019,20230926,0
CA,Fresno County,06019,20231003,0
CA,Fresno County,06019,20231010,0
CA,Fresno County,06019,20231017,0
CA,Fresno County,06019,20231024,0
CA,Fresno County,06019,20231031,0
CA,Fresno County,06019,20231107,0
CA,Fresno County,06019,20231114,0
CA,Fresno County,06019,20231121,0
CA,Fresno County,06019,20231128,0
CA,Fresno County,06019,20231205,0
CA,Fresno County,06019,20231212,0
CA,Fresno County,06019,20231219,0
CA,Fresno County,06019,20231226,0
CA,Fresno County,06019,20240102,0
CA,Fresno County,06019,20240109,0
CA,Fresno County,06019,20240116,0
CA,Fresno County,06019,20240123,0
CA,Fresno County,06019,20240130,0
CA,Fresno County,06019,20240206,0
CA,Fresno County,06019,20240213,0
CA,Fresno County,06019,20240220,0
CA,Fresno County,06019,20240227,0
CA,Fresno County,06019,20240305,0
CA,Fresno County,06019,20240312,0
CA,Fresno County,06019,20240319,0
CA,Fresno County,06019,20240326,0
CA,Fresno County,06019,20240402,0
CA,Fresno County,06019,20240409,0
CA,Fresno County,06019,20240416,0
CA,Fresno County,06019,20240423,0
CA,Fresno County,06019,20240430,0
CA,Fresno County,06019,20240507,0
CA,Fresno County,06019,20240514,0
